evidence_id,topic_key,research_round,label,confidence,claim,verification_verdict,verification_correction,confidence_note,conflict_note,source_title,source_org,source_date,source_ref,relevance,access_date,validation_status
EV-NORWAY-07,norway,,FACT,Medium,"Space Norway, established 2014, operates as a commercial limited liability company entirely owned by the Government of Norway; in July 2019 it contracted Northrop Grumman (build) and SpaceX (launch) for the two-satellite Arctic Satellite Broadband Mission, launched August 2024; Space Norway holds a 50 per cent stake in Kongsberg Satellite Services.",,,,,Space Norway (Wikipedia — secondary; Norwegian primary not reached this session),Wikipedia,2026-07,https://en.wikipedia.org/wiki/Space_Norway,Space governance — the wholly state-owned operator at the centre of Norway's state-industrial space triangle.,2026-07-22,
EV-NORWAY-08,norway,,FACT,Medium,"The two ~2,000 kg ASBM satellites launched 12 August 2024 on Falcon 9 from Vandenberg into 16-hour highly elliptical orbits (8,089 x 43,509 km, 63.4 deg) providing coverage north of 65 deg N for a minimum 15 years; each hosts a US Space Force EPS-R (Enhanced Polar System-Recapitalization) EHF XDR payload for protected Arctic communications, an Inmarsat GX10A/10B Ka-band payload, and a Norwegian Ministry of Defence X-band payload stated to be interoperable with the Wideband Global SATCOM (WGS) constellation.",,,,,"ASBM 1, 2 (Gunter's Space Page — established secondary technical reference)",Gunter's Space Page (Gunter Krebs),2026-07,https://space.skyrocket.de/doc_sdat/asbm-1.htm,"Capability — the allied hosted-payload model in full: US military, UK-headquartered commercial and Norwegian military payloads on a Norwegian state-owned bus; the X-band/WGS interoperability note is a latent seam with Australia's WGS access.",2026-07-22,
EV-NORWAY-09,norway,,FACT,High,"The US Space Force International Partnership Strategy (June 2025) lists among 'proven examples' of partnership success the Deep Space Advanced Radar Capability (DARC) with the United Kingdom and Australia, Wideband Global SATCOM (WGS), and 'hosting payloads on Allied systems such as Norway's Arctic Satellite Broadband Mission (ASBM) and Japan's Quasi-Zenith Satellite System (QZSS)' — placing Australia's and Norway's contributions in the same sentence of exemplar models.",,,,,"U.S. Space Force International Partnership Strategy (June 2025) — register-carried record EV-USSFCSPO-04/EV-USSFFORC-17, verified prior round",United States Space Force,2025-06,https://csps.aerospace.org/sites/default/files/2025-10/USSF%20International%20Partnership%20Strategy%20(June%202025).pdf,Cooperation posture — Washington already treats Canberra and Oslo as parallel exemplars of the same allied burden-sharing pattern; the two have never run it with each other.,2026-07-22,
EV-NORWAY-10,norway,,FACT,Medium,"Australia's own allied/hosted SATCOM pattern: Australia was the first international WGS partner, funding the sixth WGS satellite (~A$927m) under a 14 November 2007 US-Australia MOU in exchange for assured access; the ADF's UHF hosted payload on commercial Intelsat IS-22 (launched 2012) was extended in November 2025 via an A$180m agreement securing services through at least 2033 with options to 2041.",,,,,"Register-carried records EV-MILSATCO-13/-14/-17 (Space Connect, SES press release, Australian Defence Magazine), verified prior round; not re-fetched this session",Space Connect / SES / Australian Defence Magazine (via project evidence register),2025-11,https://www.spaceconnectonline.com.au/industry/6850-180m-agreement-secures-adf-satcoms-through-the-2030s,"Australian value proposition — establishes that Norway's ASBM/EPS-R model and Australia's WGS/IS-22 model are the same partnership pattern, making a hosted-payload practice exchange the natural first agenda item.",2026-07-22,
EV-NORWAY-11,norway,,FACT,Medium,"Kongsberg Satellite Services (KSAT), established 2002 and headquartered in Tromso, is owned 50/50 by Space Norway and Kongsberg Defence & Aerospace and operates more than 200 antennas at ~23 sites (company website: 300+ antennas, 28 locations, LEO-to-lunar); SvalSat at 78 deg N is described as the world's largest ground station for polar-orbiting satellites, and TrollSat at Troll research station, Queen Maud Land, Antarctica (operating since 1 March 2007) pairs with it so polar-orbit customers can downlink twice per orbit.",,,,,"Kongsberg Satellite Services and Troll Satellite Station (Wikipedia — secondary), corroborated by ksat.no network page (fetched)",Wikipedia / KSAT,2026-07,https://en.wikipedia.org/wiki/Kongsberg_Satellite_Services,Capability — world-leading polar ground segment including the Antarctic node on Australia's side of the planet; the pole-to-pole pairing is the template for any Australia-Norway ground-segment logic.,2026-07-22,
EV-NORWAY-12,norway,,FACT,Medium,"According to the Norwegian Communications Authority (as reported), KSAT is permitted to service Chinese state-owned defence contractor Chang Guang Satellite Technology Corporation.",,,,,Kongsberg Satellite Services (Wikipedia — secondary; regulator primary not reached this session),Wikipedia (citing Norwegian Communications Authority),2026-07,https://en.wikipedia.org/wiki/Kongsberg_Satellite_Services,Constraint — commercial-permissiveness flag; a due-diligence item for any Australian defence payload or data routing through KSAT infrastructure.,2026-07-22,
EV-NORWAY-13,norway,,FACT,Medium,"Andoya Space, operating since 1962 (1,200+ sounding rocket launches) and renamed from Andoya Rocket Range in 2014, is 90 per cent owned by the Norwegian trade ministry and 10 per cent by Kongsberg Defence & Aerospace; Andoya Spaceport, established 2018 with NOK 365.6m state funding, hosted the first orbital launch attempt from continental Europe — Isar Aerospace's Spectrum, 30 March 2025, terminated after an anomaly ~30 seconds into flight — with Isar holding 20-year exclusive access to its launch pad.",,,,,Andoya Space (Wikipedia — secondary),Wikipedia,2026-07,https://en.wikipedia.org/wiki/And%C3%B8ya_Space,Capability — sovereign orbital launch infrastructure (a capability Australia's spaceports also pursue) inside the state-Kongsberg ownership triangle.,2026-07-22,
EV-NORWAY-14,norway,,FACT,Medium,"Norway's AIS maritime-surveillance smallsat line was built on the High North rationale (80 per cent of Arctic shipping passes through Norway's EEZ): AISSat-1 (6 kg, launched 12 July 2010) was developed through cooperation of the Norwegian Defence Research Establishment (FFI), the Norwegian Space Centre and the Coastal Administration, with the AIS payload supplied by Kongsberg Seatex; AISSat-2 followed 2014 (ceased October 2023), AISSat-3 was lost in a November 2017 launch failure, and AISSat-4 is scheduled for 2026.",,,,,AISSat-1 (Wikipedia — secondary),Wikipedia,2026-07,https://en.wikipedia.org/wiki/AISSat-1,"Capability — operational maritime-domain-awareness smallsats with a defence-research (FFI) pedigree; thematically adjacent to Australia's maritime surveillance problem, though pointed at the opposite ocean.",2026-07-22,
EV-NORWAY-15,norway,,FACT,Medium,"The Norwegian Space Agency, established 1987 as the Norwegian Space Centre and renamed February 2019, is an agency under the Norwegian trade-and-industry ministry, created in conjunction with Norway's 1987 accession to ESA; Norway hosts the largest ground station of the EU Galileo navigation system.",,,,,Norwegian Space Agency (Wikipedia — secondary),Wikipedia,2026-07,https://en.wikipedia.org/wiki/Norwegian_Space_Agency,Space governance — civil agency and ESA channel; no military space organisation surfaced this round (backlog #1).,2026-07-22,
EV-NORWAY-16,norway,,FACT,High,"On 22 August 2024 the Australian Government announced it will contribute up to $850 million in partnership with Kongsberg Defence Australia to manufacture and service Naval Strike Missiles and Joint Strike Missiles at Williamtown near Newcastle — one of only two facilities in the world capable of producing both, the other being Kongsberg, Norway — and named Kongsberg Defence Australia a strategic partner in the GWEO Enterprise; the NSM equips Hobart-class destroyers and Anzac-class frigates replacing Harpoon, and HMAS Sydney test-fired an NSM in July 2024.",,,,,Albanese Government investment to boost Long-Range Strike for ADF and deliver jobs for Hunter Region (22 Aug 2024),Australian Minister for Defence Industry (minister.defence.gov.au),2024-08-22,https://www.minister.defence.gov.au/media-releases/2024-08-22/albanese-government-investment-boost-long-range-strike-adf-deliver-jobs-hunter-region,Materiel/industrial — the deepest Australia-Norway link: sovereign co-production of Norwegian missiles in Australia. The release contains no space content — evidence for the empty-space-rail finding.,2026-07-22,
EV-NORWAY-17,norway,,FACT,High,"On 5 September 2024 Australia announced a $142 million contract with Kongsberg Defence & Aerospace to deliver the Joint Strike Missile (F-35A internal-bay, range >275 km) from 2025, announced alongside Norway's Minister of Defence Bjorn Arild Gram at the opening of Kongsberg Defence Australia's $25 million Mawson Lakes facility in South Australia, which will assemble NSM launchers from mostly Australian-manufactured components; the GWEO Enterprise commitment is $16-21 billion over the decade.",,,,,Acquisition of Joint Strike Missile to boost Australia's Long-Range Strike Capability (5 Sep 2024),Australian Deputy Prime Minister / Minister for Defence Industry (minister.defence.gov.au),2024-09-05,https://www.minister.defence.gov.au/media-releases/2024-09-05/acquisition-joint-strike-missile-boost-australias-long-range-strike-capability,Materiel/industrial — Norway's defence minister physically present in Australia for the announcement; again zero space content. Corroborated by the 24 Sep 2024 release on Marles's reciprocal visit to Norway (fetched).,2026-07-22,
EV-NORWAY-18,norway,,FACT,Medium,Norway signed the Artemis Accords on 15 May 2025 (per the US State Department press release 'United States Welcomes Norway's Signing of the Artemis Accords'); Australia was a founding signatory on 13 October 2020.,,,,,"Artemis Accords signatories table (Wikipedia — secondary, citing US Department of State press release of 15 May 2025)",Wikipedia / US Department of State,2025-05,https://en.wikipedia.org/wiki/Artemis_Accords,"Norms — recent, deliberate Norwegian alignment with the US-led civil space framework Australia co-founded; a shared multilateral instrument.",2026-07-22,
EV-ROK-01,rok,,FACT,High,"On 13 December 2021, during President Moon Jae-in's state visit to Australia (12-15 December, marking 60 years of diplomatic relations), Prime Minister Morrison and President Moon elevated the bilateral relationship to a Comprehensive Strategic Partnership (CSP) with three pillars — strategic and security; economic, innovation and technology; and people-to-people exchange — implemented through annual leaders' meetings, biennial Foreign and Defence Ministers' 2+2 meetings, an annual Strategic Dialogue and Defence Policy Talks.",,,,,Australia-Republic of Korea Comprehensive Strategic Partnership (joint statement),Department of Foreign Affairs and Trade (Australia),2021-12-13,https://www.dfat.gov.au/geo/republic-of-korea/republic-korea-south-korea/australia-republic-korea-comprehensive-strategic-partnership,"Head-of-government frame for all Australia-ROK cooperation, including the space paragraph (para 20) and defence-industry instruments signed during the same visit.",2026-07-22,
EV-ROK-02,rok,,FACT,High,"Paragraph 20 of the 2021 CSP joint statement records that Australia and the ROK 'are close partners on earth observation and imagery captured from space', that the two governments 'have signed a Memorandum of Understanding on Space Cooperation for Peaceful Purposes to promote joint studies, research and activities between institutes and industries acting in the space sector', that an annual Australia-ROK Space Policy Dialogue was established (inaugural dialogue 2022, to explore bilateral space cooperation and support international norms-of-behaviour efforts), and that the 2022 Australia-ROK Tech-Bridge would focus on space cooperation.",,,,,"Australia-Republic of Korea Comprehensive Strategic Partnership (joint statement), para 20",Department of Foreign Affairs and Trade (Australia),2021-12-13,https://www.dfat.gov.au/geo/republic-of-korea/republic-korea-south-korea/australia-republic-korea-comprehensive-strategic-partnership,THE headline positive finding: a dedicated bilateral government-to-government space instrument and a standing annual space dialogue exist — the condition Germany and New Zealand both fail. Signatories and full text of the MoU were not located this session.,2026-07-22,
EV-ROK-03,rok,,FACT,High,"At IAC 2025 in Sydney (29 September - 3 October 2025) 'a new Memorandum of Understanding and Statement of Intent with the Korea Aerospace Administration' was signed among the Congress's international agreements; separately, the Australian Space Agency lists the Korea AeroSpace Administration among 'our broader international space partners' (alongside CSA, CNES, ASI, DLR, NZSA and UAESA) rather than among its key partnerships (US, India, ESA, Japan).",,,,,"Australia delivers an iconic IAC in Sydney (news, 10 Oct 2025); International partnerships (page accessed 22 Jul 2026)",Australian Space Agency,2025-10-10,https://www.space.gov.au/news-and-media/australia-delivers-iconic-iac-2025-in-sydney,"Agency-to-agency layer refreshed within 17 months of KASA's establishment; also calibrates the relationship tier — named partner, but second-tier in ASA's own presentation. Exact date, signatories and scope of the KASA MoU/SoI not located this session.",2026-07-22,
EV-ROK-04,rok,,FACT,High,"The 2015 Blueprint for Defence and Security Cooperation between Australia and the ROK contains an activity area headed 'Cyber Security and Space Security' which states 'Both sides will also cooperate on space security' — the only defence-level bilateral text naming space located this session; the surrounding text is dominated by cyber (bilateral cyber-policy dialogue, KrCERT/CC-CERT Australia collaboration).",,,,,Blueprint for Defence and Security Cooperation between Australia and the Republic of Korea 2015,Department of Foreign Affairs and Trade (Australia),2015,https://www.dfat.gov.au/geo/republic-of-korea/blueprint-for-defence-and-security-cooperation-between-australia-and-the-republic-of-korea,"A dormant but existing defence-space hook: the bilateral defence lane already carries a space security cooperation commitment on paper, a decade old and thinly specified.",2026-07-22,
EV-ROK-05,rok,,FACT,High,"The biennial Foreign and Defence Ministers' 2+2 was established in 2013; Australia is the only country other than the United States and Canada to hold a 2+2 with the ROK; the sixth 2+2 was hosted by Deputy Prime Minister Marles and Foreign Minister Wong in Melbourne on 1 May 2024, where ministers agreed 'to explore ways to develop an enduring reciprocal defence cooperation framework'; supporting architecture includes Defence Ministerial Dialogues, Strategic Dialogues, Defence Policy Talks, Service-to-Service MOUs between all three ROK services and their Australian counterparts (signed 19 October 2023 in Seoul), and exercises — ROK participation in TALISMAN SABRE since 2021 and PITCH BLACK since 2022, bilateral maritime exercise HAEDOLI WALLABY since 2012, and new bilateral land exercise TIGER DINGO from 2024. DFAT's summary of the 2024 2+2 outcomes contains no space content.",,,,,Republic of Korea country brief (security cooperation section),Department of Foreign Affairs and Trade (Australia),2026-07-22,https://www.dfat.gov.au/geo/republic-of-korea/republic-of-korea-country-brief,"Dense, growing general defence architecture with no evidenced space line of effort — the structural gap a space insertion would fill. The 2024 2+2 joint statement text itself returned 'access denied' this session and its space content is unverified.",2026-07-22,
EV-ROK-06,rok,,FACT,High,"During the December 2021 state visit, Australia and the ROK signed a Memorandum of Understanding on Defence Industry and Defence Materiel Cooperation, enabling the ROK's Defense Acquisition Program Administration (DAPA) to work more closely with Australia's Capability Acquisition and Sustainment Group (CASG) on procurement information sharing; leaders also agreed to strengthen defence science and technology collaboration.",,,,,"Australia-Republic of Korea Comprehensive Strategic Partnership (joint statement), para 6",Department of Foreign Affairs and Trade (Australia),2021-12-13,https://www.dfat.gov.au/geo/republic-of-korea/republic-korea-south-korea/australia-republic-korea-comprehensive-strategic-partnership,The acquisition-agency channel (DAPA-CASG) that any Australia-ROK space materiel cooperation would run through.,2026-07-22,
EV-ROK-07,rok,,FACT,Medium,"In December 2021 (signed 13 December, during the Moon visit) CASG and Hanwha Defense Australia signed a contract for 30 AS9 Huntsman self-propelled howitzers and 15 AS10 armoured ammunition resupply vehicles under LAND 8116 Phase 1, valued around US$788 million (approx. A$1 billion), to be built under licence at Hanwha's Geelong, Victoria facility; in February 2022 Hanwha selected the 150,000 sq m site for its first overseas factory, the Hanwha Armoured Vehicle Centre of Excellence (H-ACE), with construction from April 2022.",,,,,"K9 Thunder (Australia section, citing The Korea Herald 13 Dec 2021 and Defence Connect)",Wikipedia (secondary; primary press unreachable this session),2026-07-22,https://en.wikipedia.org/wiki/K9_Thunder,First major ROK-Australia materiel programme and the physical industrial anchor (H-ACE) for Hanwha's Australian presence — the beachhead any Hanwha space-industry play into Australia would build on.,2026-07-22,
EV-ROK-08,rok,,FACT,High,"On 8 December 2023 Hanwha Defense Australia signed an approximately $4 billion contract with the Commonwealth for 129 AS21 Redback infantry fighting vehicles under LAND 400 Phase 3 (down-select announced July 2023); all 129 vehicles are to be manufactured in Australia, with deliveries beginning 2027 and the fleet delivered in full by 2028, plus training and support components through Final Acceptance in 2029.",,,,,HDA signs Land 400 Phase 3 contract,Australian Defence Magazine,2023-12-08,https://www.australiandefence.com.au/defence/land/hda-signs-land-400-phase-3-contract,Second and larger materiel programme; deepens the ROK defence-industrial footprint in Victoria. Reported contract values vary across outlets (~A$4bn contract; A$5-7bn total acquisition cost in other reporting).,2026-07-22,
EV-ROK-09,rok,,FACT,Medium,"The Korea AeroSpace Administration (KASA) was established on 27 May 2024 at Sacheon, South Gyeongsang, under the Ministry of Science and ICT, overseeing KARI and KASI, with a FY2026 budget of about 1.12 trillion won (~US$749m) and 293 staff; flagship programmes include a lunar landing target by 2032, the KSLV-III launcher (first launch targeted 2030), and the Korean Positioning System (KPS) — a regional navigation constellation of eight satellites, ~3.72 trillion won through 2035, approved June 2021, first launch scheduled 2027 and full capability by 2035.",,,,,KASA; Korean Positioning System (Wikipedia articles),Wikipedia (secondary; kasa.go.kr JS-blocked this session),2026-07-22,https://en.wikipedia.org/wiki/KASA,Civil counterpart identification (KASA is the body behind the October 2025 MoU/SoI with the ASA) and the sovereign PNT and launch trajectory that gives the ROK independent weight in any partnership.,2026-07-22,
EV-ROK-10,rok,,FACT,Medium,"The Republic of Korea Air Force is designated the aerial and space warfare service branch of South Korea, and established a Space Operations Center at Air Force Headquarters in 2021; separately, the United States activated United States Space Forces - Korea, a USSF component field command under US Forces Korea, at Osan Air Base on 14 December 2022 to plan, coordinate and conduct space operations on the peninsula.",,,,,"Republic of Korea Air Force; United States Space Forces Korea (Wikipedia articles, citing Aviation Week and Air & Space Forces Magazine)",Wikipedia (secondary),2026-07-22,https://en.wikipedia.org/wiki/Republic_of_Korea_Air_Force,"Military space counterpart identification — ROKAF Space Operations Center — and demonstration that ROK allied military-space integration runs through the US alliance lane, not the multilateral CSpO lane Australia uses. The role of the ROK Strategic Command (reportedly stood up 2024) in space was not verified this session.",2026-07-22,
EV-ROK-11,rok,,FACT,Medium,"South Korea is among the states that followed the April 2022 US commitment not to conduct destructive direct-ascent anti-satellite missile testing (listed by the Arms Control Association alongside Australia, Canada, Germany, Japan, New Zealand, Switzerland and the UK); the UN First Committee resolution calling on states to commit to such a moratorium was adopted on 1 November 2022 by 154-8 with 10 abstentions.",,,,,UN First Committee Calls for ASAT Test Ban,"Arms Control Association (Arms Control Today, December 2022)",2022-12,https://www.armscontrol.org/act/2022-12/news/un-first-committee-calls-asat-test-ban,Norms alignment with Australia at nil instrument cost. The precise ROK announcement date (reported as October 2022 via MOFA) was not confirmed against a primary source this session — hence Medium.,2026-07-22,
EV-ROK-12,rok,,FACT,High,"The Camp David trilateral leaders' statement of Japan, the ROK and the United States (18 August 2023) committed to 'operationalize our sharing of missile warning data on the DPRK in real-time' by end-2023 (a mid-August 2023 test had been conducted), to hold annual named multi-domain trilateral exercises, and to 'enhance trilateral dialogue on space security cooperation, particularly regarding threats in the space domain, national space strategies, and the responsible use of space'.",,,,,"The Spirit of Camp David: Joint Statement of Japan, the Republic of Korea, and the United States",The White House (Biden administration archive),2023-08-18,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2023/08/18/the-spirit-of-camp-david-joint-statement-of-japan-the-republic-of-korea-and-the-united-states/,The ROK's operational space-adjacent cooperation runs US-Japan-ROK trilateral — a lane Australia is not in. Confirmation that real-time data sharing was activated in December 2023 was not obtained from a fetchable source this session.,2026-07-22,
EV-ROK-13,rok,,FACT,Medium,"The 425 Project fielded five military reconnaissance satellites for near-real-time monitoring of DPRK nuclear and missile activity and reduced reliance on foreign intelligence: one EO/IR satellite (launched 1 December 2023) and four SAR satellites (launched April 2024, December 2024, April 2025 and 2 November 2025), all on SpaceX Falcon 9 vehicles, overseen by DAPA, with Thales Alenia Space involvement in the radar satellites.",,,,,425 Project (Wikipedia article),Wikipedia (secondary),2026-07-22,https://en.wikipedia.org/wiki/425_Project,Sovereign military ISR constellation completed November 2025 — a capability New Zealand lacks entirely and Germany matches only in SAR; also shows launch dependence on US commercial vehicles.,2026-07-22,
EV-ROK-14,rok,,FACT,Medium,"ANASIS-II, South Korea's first dedicated military communications satellite (Eurostar E3000 bus, geostationary at 116.2 degrees East), was built by Airbus Defence and Space as part of the offset package for the ROK's purchase of 40 F-35s and launched on a Falcon 9 on 20 July 2020; it is operated via the Agency for Defense Development for ROK forces.",,,,,ANASIS-II (Wikipedia article),Wikipedia (secondary),2026-07-22,https://en.wikipedia.org/wiki/ANASIS-II,"Sovereign milsatcom segment (single satellite) — completes the picture of ROK military space capability across ISR, SATCOM and launch.",2026-07-22,
EV-ROK-15,rok,,FACT,Medium,"Nuri (KSLV-II), the ROK's first fully domestically developed orbital launcher (KARI-designed; Korea Aerospace Industries final assembly; Hanwha Aerospace engines; ~US$1.5bn development), failed its first flight in October 2021, succeeded on 21 June 2022 — making South Korea the seventh country able to orbit a satellite of at least one tonne — and flew successfully again on 25 May 2023 and 26 November 2025 from Naro Space Center; the KSLV-III successor is targeted around 2030.",,,,,Nuri (rocket) (Wikipedia article),Wikipedia (secondary),2026-07-22,https://en.wikipedia.org/wiki/Nuri_(rocket),Sovereign liquid-fuel launch capability with an industrial prime (Hanwha Aerospace) already contracted to the ADF on land materiel — the industrial crossover point.,2026-07-22,
EV-ROK-16,rok,,FACT,High,"On 4 December 2023 the ROK military conducted the third test of its Agency for Defense Development solid-fuel space launch vehicle from a barge south of Jeju Island, for the first time orbiting an operational (not dummy) satellite — a small satellite built by Hanwha Systems; the Ministry of National Defense framed it as accelerating 'space-based reconnaissance and surveillance capabilities, integral to the Korean-style three-axis defense system', with a four-stage vehicle's full launch then planned for 2025.",,,,,South Korea successfully tests solid-fuel space rocket (The Korea Herald via Asia News Network),Asia News Network / The Korea Herald,2023-12-06,https://asianews.network/south-korea-successfully-tests-solid-fuel-space-rocket/,Responsive military launch line distinct from Nuri; 2026 media reporting indicates the fourth test was postponed (June 2026) — currency to verify.,2026-07-22,
EV-ROK-17,rok,,FACT,Medium,"Carnegie analysis (October 2025) records KASA consolidating previously fragmented space functions with a three-hub industrial cluster strategy (Sacheon satellites, Daejeon R&D, Goheung launch; ~380.8bn won 2024-2030); Hanwha Aerospace invested 428.5bn won in Eutelsat OneWeb and acquired control of Earth-observation manufacturer Satrec Initiative (founded 1999 by the KAIST KITSAT-1 team; Hanwha Aerospace holds ~36 per cent); KAI is a quasi-public enterprise and LIG Nex1 an established defence-aerospace player.",,,,,South Korea's Industrial Policy for the New Space Economy (Draudt-Vejares and Kim),Carnegie Endowment for International Peace,2025-10-30,https://carnegieendowment.org/research/2025/10/south-koreas-industrial-policy-for-the-new-space-economy,"Maps the industrial base — and the same conglomerate (Hanwha) sits on both the ADF materiel contracts and the ROK space programme, an unusual two-domain industrial bridge to Australia.",2026-07-22,
EV-ROK-18,rok,,ASSESSMENT,Medium,"The CSpO Vision 2031 (22 February 2022) names the participants of the Combined Space Operations initiative as 'Australia, Canada, France, Germany, New Zealand, the United Kingdom, and the United States' with no mention of the Republic of Korea; with the December 2023 additions publicly reported as Italy, Japan and Norway, no public source located this session lists the ROK as a CSpO member as at July 2026 — the ROK sits outside the multilateral defence-space grouping through which Australia conducts most of its allied space cooperation.",,,,,Combined Space Operations Vision 2031,UK Ministry of Defence (gov.uk),2022-02-22,https://www.gov.uk/government/publications/combined-space-operations-vision-2031,"The structural negative finding: unlike Germany and New Zealand (both CSpO members), the ROK shares no standing multilateral military-space venue with Australia — bilateral instruments are therefore the only defence-space route.",2026-07-22,
EV-SINGAPORE-01,singapore,,FACT,High,"Australia and Singapore have been bound by a Comprehensive Strategic Partnership since 2015; at the 10th Annual Leaders' Meeting on 8 October 2025 Prime Ministers Albanese and Wong launched CSP 2.0, a 2025-2035 framework structured around five pillars including 'deepening defence cooperation' and 'growing research and technology cooperation'. 2025 marked 60 years of diplomatic relations and 10 years of the CSP.",,,,,Singapore country brief,Department of Foreign Affairs and Trade (Australia),2026-07-22 (accessed),https://www.dfat.gov.au/geo/singapore/singapore-country-brief,The bilateral strategic frame any Australia-Singapore space line of effort would sit under; current to mid-2026.,2026-07-22,
EV-SINGAPORE-02,singapore,,FACT,High,"Under CSP 2.0, Defence Ministers signed an MOU on Enhanced Defence Cooperation supporting reciprocal access to defence facilities - expanded ADF access in Singapore and increased SAF access to Australian training areas including Shoalwater Bay - plus deepened collaboration in defence science and technology, professional exchanges, and defence supply chains. This builds on the 2020 Treaty Concerning Military Training and Training Area Development (ASMTI), the 2017 treaty supporting continuation of RSAF training at RAAF Base Pearce, the signature joint biennial Exercise TRIDENT, and 'a suite of MOUs' covering personnel exchanges, military intelligence cooperation, and defence science and technology.",,,,,"Australia-Singapore Comprehensive Strategic Partnership (CSP) 2.0, 2025-35",Department of Foreign Affairs and Trade (Australia),2026-07-22 (accessed),https://www.dfat.gov.au/countries/singapore/australia-singapore-comprehensive-strategic-partnership-csp-20-2025-35,The full stack of bilateral defence machinery; the existing defence S&T MoU is the natural carrier for a first defence-space thread.,2026-07-22,
EV-SINGAPORE-03,singapore,,FACT,High,"The full CSP 2.0 declaration page - including Pillar 4 'Forging New Frontiers', which names cyber and emerging technology, Artificial Intelligence, science and innovation, education, health and digital economy - contains zero occurrences of the word 'space'. No space initiative appears anywhere in the flagship 2025-2035 bilateral framework.",,,,,"Australia-Singapore Comprehensive Strategic Partnership (CSP) 2.0, 2025-35",Department of Foreign Affairs and Trade (Australia),2026-07-22 (accessed),https://www.dfat.gov.au/countries/singapore/australia-singapore-comprehensive-strategic-partnership-csp-20-2025-35,"Negative finding: space is absent from the newest and most ambitious bilateral instrument, signed October 2025.",2026-07-22,
EV-SINGAPORE-04,singapore,,FACT,High,"DFAT's Singapore country brief, accessed 22 July 2026, contains no mention of space cooperation in any form, while covering defence, border security, trade, science and innovation, education, digital economy and climate.",,,,,Singapore country brief,Department of Foreign Affairs and Trade (Australia),2026-07-22 (accessed),https://www.dfat.gov.au/geo/singapore/singapore-country-brief,Negative finding: space is absent from Australia's official framing of the relationship.,2026-07-22,
EV-SINGAPORE-05,singapore,,FACT,High,"The Singapore-Australia Joint Ministerial Committee (SAJMC), established 1996, is a 3+3 mechanism of Defence, Foreign and Trade Ministers meeting every two years. At the 13th SAJMC (Canberra, 1 May 2023) Ministers welcomed SAF training in Australia including Exercise Wallaby 2022, RSAF detachments, joint development of Queensland training areas, increased complexity of Exercise Trident, and strengthened cooperation on defence science and technology, logistics, and the digital and information environments. The communique contains no space content.",,,,,Joint Communique of the 13th Meeting of the Singapore-Australia Joint Ministerial Committee,Minister for Foreign Affairs (Australia),2023-05-01,https://www.foreignminister.gov.au/minister/penny-wong/media-release/joint-communique-13th-meeting-singapore-australia-joint-ministerial-committee,The standing ministerial channel and its current defence agenda; space absent.,2026-07-22,
EV-SINGAPORE-06,singapore,,FACT,High,"At the 14th SAJMC (Singapore, 3 December 2024) Ministers welcomed the completion of the Shoalwater Bay Training Area expansion that year as 'a significant milestone in the bilateral defence relationship'; commended the increased complexity of bilateral joint Exercise Trident 2024, 'which included a defence science and technology integration activity'; reaffirmed commitment to the FPDA and ADMM-Plus; and tasked officials to finalise next-phase CSP initiatives for launch in 2025. The communique contains no space content.",,,,,Joint Communique of the 14th Meeting of the Singapore-Australia Joint Ministerial Committee,Minister for Foreign Affairs (Australia),2024-12-03,https://www.foreignminister.gov.au/minister/penny-wong/media-release/14th-meeting-singapore-australia-joint-ministerial-committee-singapore,"Most recent SAJMC: SWBTA expansion complete, a live defence S&T exercise thread exists, and space is still absent.",2026-07-22,
EV-SINGAPORE-07,singapore,,FACT,Medium,"In March 2020 Singapore and Australia signed the Treaty on Military Training and Training Area Development, a key CSP deliverable underwriting A$2.25 billion investment to jointly develop military training areas and advanced training facilities in Central and North Queensland, building on 30 years of Singapore's training in Australia. RSAF 130 Squadron is based at RAAF Base Pearce (WA) and 126 Squadron at Oakey Army Aviation Centre (Qld).",,,,,Australia-Singapore relations (Wikipedia; secondary - defence.gov.au unreachable this session),Wikipedia,2026-07-22 (accessed),https://en.wikipedia.org/wiki/Australia%E2%80%93Singapore_relations,"Treaty-level, capital-committing defence presence: the depth benchmark against which the empty space lane is measured.",2026-07-22,
EV-SINGAPORE-08,singapore,,FACT,Medium,"The Five Power Defence Arrangements (Australia, Malaysia, New Zealand, Singapore, UK), established by the FPDA Joint Communique of 16 April 1971 and effective 1 November 1971, are a consultative arrangement - not a binding alliance - committing members to consult in the event of external armed attack on Malaysia or Singapore. It runs the annual Bersama exercise series and the Integrated Area Defence System headquartered at RMAF Butterworth under an Australian Air Vice-Marshal. No space content is recorded.",,,,,Five Power Defence Arrangements (Wikipedia; secondary),Wikipedia,2026-07-22 (accessed),https://en.wikipedia.org/wiki/Five_Power_Defence_Arrangements,The shared multilateral defence instrument; a standing combined command-and-exercise structure with no space lane.,2026-07-22,
